CITY,UF,IGR,CITY_STANDARD
Divina Pastora,SE,Aracaju,DIVINA PASTORA
Estância,SE,Estância,ESTANCIA
Feira Nova,SE,Nossa Senhora da Glória,FEIRA NOVA
Frei Paulo,SE,Itabaiana,FREI PAULO
Gararu,SE,Nossa Senhora da Glória,GARARU
General Maynard,SE,Aracaju,GENERAL MAYNARD
Graccho Cardoso,SE,Nossa Senhora da Glória,GRACCHO CARDOSO
Ilha das Flores,SE,Propriá,ILHA DAS FLORES
Indiaroba,SE,Estância,INDIAROBA
Itabaiana,SE,Itabaiana,ITABAIANA
Itabaianinha,SE,Estância,ITABAIANINHA
Itabi,SE,Nossa Senhora da Glória,ITABI
Itaporanga d'Ajuda,SE,Aracaju,ITAPORANGA DAJUDA
Japaratuba,SE,Aracaju,JAPARATUBA
Japoatã,SE,Propriá,JAPOATA
Lagarto,SE,Lagarto,LAGARTO
Laranjeiras,SE,Aracaju,LARANJEIRAS
Macambira,SE,Itabaiana,MACAMBIRA
Malhada dos Bois,SE,Propriá,MALHADA DOS BOIS
Malhador,SE,Itabaiana,MALHADOR
Maruim,SE,Aracaju,MARUIM
Moita Bonita,SE,Itabaiana,MOITA BONITA
Monte Alegre de Sergipe,SE,Nossa Senhora da Glória,MONTE ALEGRE DE SERGIPE
Muribeca,SE,Propriá,MURIBECA
Neópolis,SE,Propriá,NEOPOLIS
Nossa Senhora Aparecida,SE,Itabaiana,NOSSA SENHORA APARECIDA
Nossa Senhora da Glória,SE,Nossa Senhora da Glória,NOSSA SENHORA DA GLORIA
Nossa Senhora das Dores,SE,Aracaju,NOSSA SENHORA DAS DORES
Nossa Senhora de Lourdes,SE,Propriá,NOSSA SENHORA DE LOURDES
Nossa Senhora do Socorro,SE,Aracaju,NOSSA SENHORA DO SOCORRO
Pacatuba,SE,Propriá,PACATUBA
Pedra Mole,SE,Itabaiana,PEDRA MOLE
Pedrinhas,SE,Estância,PEDRINHAS
Pinhão,SE,Itabaiana,PINHAO
Pirambu,SE,Aracaju,PIRAMBU
Poço Redondo,SE,Nossa Senhora da Glória,POCO REDONDO
Poço Verde,SE,Lagarto,POCO VERDE
Porto da Folha,SE,Nossa Senhora da Glória,PORTO DA FOLHA
Propriá,SE,Propriá,PROPRIA
Riachão do Dantas,SE,Lagarto,RIACHAO DO DANTAS
Riachuelo,SE,Aracaju,RIACHUELO
Ribeirópolis,SE,Itabaiana,RIBEIROPOLIS
Rosário do Catete,SE,Aracaju,ROSARIO DO CATETE
Salgado,SE,Lagarto,SALGADO
Santa Luzia do Itanhy,SE,Estância,SANTA LUZIA DO ITANHY
Santa Rosa de Lima,SE,Aracaju,SANTA ROSA DE LIMA
Santana do São Francisco,SE,Propriá,SANTANA DO SAO FRANCISCO
Santo Amaro das Brotas,SE,Aracaju,SANTO AMARO DAS BROTAS
São Cristóvão,SE,Aracaju,SAO CRISTOVAO
São Domingos,SE,Itabaiana,SAO DOMINGOS
São Francisco,SE,Propriá,SAO FRANCISCO
São Miguel do Aleixo,SE,Itabaiana,SAO MIGUEL DO ALEIXO
Simão Dias,SE,Lagarto,SIMAO DIAS
Siriri,SE,Aracaju,SIRIRI
Telha,SE,Propriá,TELHA
Tobias Barreto,SE,Lagarto,TOBIAS BARRETO
Tomar do Geru,SE,Estância,TOMAR DO GERU
Umbaúba,SE,Estância,UMBAUBA
Abaíra,BA,Brumado,ABAIRA
Abaré,BA,Paulo Afonso,ABARE
Acajutiba,BA,Alagoinhas,ACAJUTIBA
Adustina,BA,Cícero Dantas,ADUSTINA
Água Fria,BA,Feira de Santana,AGUA FRIA
Aiquara,BA,Jequié,AIQUARA
Alagoinhas,BA,Alagoinhas,ALAGOINHAS
Alcobaça,BA,Teixeira de Freitas,ALCOBACA
Almadina,BA,Ilhéus ¿ Itabuna,ALMADINA
Amargosa,BA,Santo Antônio de Jesus,AMARGOSA
Amélia Rodrigues,BA,Feira de Santana,AMELIA RODRIGUES
América Dourada,BA,Irecê,AMERICA DOURADA
Anagé,BA,Vitória da Conquista,ANAGE
Andaraí,BA,Itaberaba,ANDARAI
Andorinha,BA,Senhor do Bonfim,ANDORINHA
Angical,BA,Barreiras,ANGICAL
Anguera,BA,Feira de Santana,ANGUERA
Antas,BA,Cícero Dantas,ANTAS
Antônio Cardoso,BA,Feira de Santana,ANTONIO CARDOSO
Antônio Gonçalves,BA,Senhor do Bonfim,ANTONIO GONCALVES
Aporá,BA,Alagoinhas,APORA
Apuarema,BA,Jequié,APUAREMA
Araçás,BA,Alagoinhas,ARACAS
Aracatu,BA,Brumado,ARACATU
Araci,BA,Serrinha,ARACI
Aramari,BA,Alagoinhas,ARAMARI
Arataca,BA,Camacan,ARATACA
Aratuípe,BA,Nazaré ¿ Maragogipe,ARATUIPE
Aurelino Leal,BA,Ilhéus ¿ Itabuna,AURELINO LEAL
Baianópolis,BA,Barreiras,BAIANOPOLIS
Baixa Grande,BA,Feira de Santana,BAIXA GRANDE
Banzaê,BA,Ribeira do Pombal,BANZAE
Barra,BA,Xique-Xique ¿ Barra,BARRA
Barra da Estiva,BA,Vitória da Conquista,BARRA DA ESTIVA
Barra do Choça,BA,Vitória da Conquista,BARRA DO CHOCA
Barra do Mendes,BA,Irecê,BARRA DO MENDES
Barra do Rocha,BA,Ipiaú,BARRA DO ROCHA
Barreiras,BA,Barreiras,BARREIRAS
Barro Alto,BA,Irecê,BARRO ALTO
Barro Preto,BA,Ilhéus ¿ Itabuna,BARRO PRETO
Barrocas,BA,Serrinha,BARROCAS
Belmonte,BA,Eunápolis - Porto Seguro,BELMONTE
Belo Campo,BA,Vitória da Conquista,BELO CAMPO
Biritinga,BA,Serrinha,BIRITINGA
Boa Nova,BA,Vitória da Conquista,BOA NOVA
Boa Vista do Tupim,BA,Itaberaba,BOA VISTA DO TUPIM
Bom Jesus da Lapa,BA,Bom Jesus da Lapa,BOM JESUS DA LAPA
Bom Jesus da Serra,BA,Vitória da Conquista,BOM JESUS DA SERRA
Boninal,BA,Seabra,BONINAL
Bonito,BA,Irecê,BONITO
Boquira,BA,Bom Jesus da Lapa,BOQUIRA
Botuporã,BA,Guanambi,BOTUPORA
Brejões,BA,Santo Antônio de Jesus,BREJOES
Brejolândia,BA,Barreiras,BREJOLANDIA
Brotas de Macaúbas,BA,Xique-Xique ¿ Barra,BROTAS DE MACAUBAS
Brumado,BA,Brumado,BRUMADO
Buerarema,BA,Ilhéus ¿ Itabuna,BUERAREMA
Buritirama,BA,Xique-Xique ¿ Barra,BURITIRAMA
Caatiba,BA,Vitória da Conquista,CAATIBA
Cabaceiras do Paraguaçu,BA,Cruz das Almas,CABACEIRAS DO PARAGUACU
Cachoeira,BA,Cruz das Almas,CACHOEIRA
Caculé,BA,Guanambi,CACULE
Caém,BA,Jacobina,CAEM
Caetanos,BA,Vitória da Conquista,CAETANOS
Caetité,BA,Guanambi,CAETITE
Cafarnaum,BA,Irecê,CAFARNAUM
Cairu,BA,Valença,CAIRU
Caldeirão Grande,BA,Jacobina,CALDEIRAO GRANDE
Camacan,BA,Camacan,CAMACAN
Camaçari,BA,Salvador,CAMACARI
Camamu,BA,Valença,CAMAMU
Campo Alegre de Lourdes,BA,Juazeiro,CAMPO ALEGRE DE LOURDES
Campo Formoso,BA,Senhor do Bonfim,CAMPO FORMOSO
Canápolis,BA,Santa Maria da Vitoria,CANAPOLIS
Canarana,BA,Irecê,CANARANA
Canavieiras,BA,Camacan,CANAVIEIRAS
Candeal,BA,Feira de Santana,CANDEAL
Candeias,BA,Salvador,CANDEIAS
Candiba,BA,Guanambi,CANDIBA
Cândido Sales,BA,Vitória da Conquista,CANDIDO SALES
Cansanção,BA,Euclides da Cunha,CANSANCAO
Canudos,BA,Euclides da Cunha,CANUDOS
Capela do Alto Alegre,BA,Feira de Santana,CAPELA DO ALTO ALEGRE
Capim Grosso,BA,Jacobina,CAPIM GROSSO
Caraíbas,BA,Vitória da Conquista,CARAIBAS
Caravelas,BA,Teixeira de Freitas,CARAVELAS
Cardeal da Silva,BA,Alagoinhas,CARDEAL DA SILVA
Carinhanha,BA,Guanambi,CARINHANHA
Casa Nova,BA,Juazeiro,CASA NOVA
Castro Alves,BA,Cruz das Almas,CASTRO ALVES
Catolândia,BA,Barreiras,CATOLANDIA
Catu,BA,Salvador,CATU
Caturama,BA,Brumado,CATURAMA
Central,BA,Irecê,CENTRAL
Chorrochó,BA,Paulo Afonso,CHORROCHO
Cícero Dantas,BA,Cícero Dantas,CICERO DANTAS
Cipó,BA,Ribeira do Pombal,CIPO
Coaraci,BA,Ilhéus ¿ Itabuna,COARACI
Cocos,BA,Santa Maria da Vitoria,COCOS
Conceição da Feira,BA,Feira de Santana,CONCEICAO DA FEIRA
Conceição do Almeida,BA,Cruz das Almas,CONCEICAO DO ALMEIDA
Conceição do Coité,BA,Conceição do Coité,CONCEICAO DO COITE
Conceição do Jacuípe,BA,Feira de Santana,CONCEICAO DO JACUIPE
Conde,BA,Alagoinhas,CONDE
Condeúba,BA,Vitória da Conquista,CONDEUBA
Contendas do Sincorá,BA,Vitória da Conquista,CONTENDAS DO SINCORA
Coração de Maria,BA,Feira de Santana,CORACAO DE MARIA
Cordeiros,BA,Vitória da Conquista,CORDEIROS
Coribe,BA,Santa Maria da Vitoria,CORIBE
Coronel João Sá,BA,Jeremoabo,CORONEL JOAO SA
Correntina,BA,Santa Maria da Vitoria,CORRENTINA
Cotegipe,BA,Barreiras,COTEGIPE
Cravolândia,BA,Jequié,CRAVOLANDIA
Crisópolis,BA,Alagoinhas,CRISOPOLIS
Cristópolis,BA,Barreiras,CRISTOPOLIS
Cruz das Almas,BA,Cruz das Almas,CRUZ DAS ALMAS
Curaçá,BA,Juazeiro,CURACA
Dário Meira,BA,Ipiaú,DARIO MEIRA
Dias d'Ávila,BA,Salvador,DIAS DAVILA
Dom Basílio,BA,Brumado,DOM BASILIO
Dom Macedo Costa,BA,Santo Antônio de Jesus,DOM MACEDO COSTA
Elísio Medrado,BA,Santo Antônio de Jesus,ELISIO MEDRADO
Encruzilhada,BA,Vitória da Conquista,ENCRUZILHADA
Entre Rios,BA,Alagoinhas,ENTRE RIOS
Érico Cardoso,BA,Brumado,ERICO CARDOSO
Esplanada,BA,Alagoinhas,ESPLANADA
Euclides da Cunha,BA,Euclides da Cunha,EUCLIDES DA CUNHA
Eunápolis,BA,Eunápolis - Porto Seguro,EUNAPOLIS
Fátima,BA,Cícero Dantas,FATIMA
Feira da Mata,BA,Guanambi,FEIRA DA MATA
Feira de Santana,BA,Feira de Santana,FEIRA DE SANTANA
Filadélfia,BA,Senhor do Bonfim,FILADELFIA
Firmino Alves,BA,Ilhéus ¿ Itabuna,FIRMINO ALVES
Floresta Azul,BA,Ilhéus ¿ Itabuna,FLORESTA AZUL
Formosa do Rio Preto,BA,Barreiras,FORMOSA DO RIO PRETO
Gandu,BA,Ipiaú,GANDU
Gavião,BA,Feira de Santana,GAVIAO
Gentio do Ouro,BA,Xique-Xique ¿ Barra,GENTIO DO OURO
Glória,BA,Paulo Afonso,GLORIA
Gongogi,BA,Ipiaú,GONGOGI
Governador Mangabeira,BA,Cruz das Almas,GOVERNADOR MANGABEIRA
Guajeru,BA,Guanambi,GUAJERU
Guanambi,BA,Guanambi,GUANAMBI
Guaratinga,BA,Eunápolis - Porto Seguro,GUARATINGA
Heliópolis,BA,Cícero Dantas,HELIOPOLIS
Iaçu,BA,Itaberaba,IACU
Ibiassucê,BA,Guanambi,IBIASSUCE
Ibicaraí,BA,Ilhéus ¿ Itabuna,IBICARAI
Ibicoara,BA,Vitória da Conquista,IBICOARA
Ibicuí,BA,Ilhéus ¿ Itabuna,IBICUI
Ibipeba,BA,Irecê,IBIPEBA
Ibipitanga,BA,Bom Jesus da Lapa,IBIPITANGA
Ibiquera,BA,Itaberaba,IBIQUERA
Ibirapitanga,BA,Ilhéus ¿ Itabuna,IBIRAPITANGA
Ibirapuã,BA,Teixeira de Freitas,IBIRAPUA
Ibirataia,BA,Ipiaú,IBIRATAIA
Ibitiara,BA,Seabra,IBITIARA
Ibititá,BA,Irecê,IBITITA
Ibotirama,BA,Xique-Xique ¿ Barra,IBOTIRAMA
Ichu,BA,Feira de Santana,ICHU
Igaporã,BA,Guanambi,IGAPORA
Igrapiúna,BA,Valença,IGRAPIUNA
Iguaí,BA,Vitória da Conquista,IGUAI
Ilhéus,BA,Ilhéus ¿ Itabuna,ILHEUS
Inhambupe,BA,Alagoinhas,INHAMBUPE
Ipecaetá,BA,Feira de Santana,IPECAETA
Ipiaú,BA,Ipiaú,IPIAU
Ipirá,BA,Feira de Santana,IPIRA
Ipupiara,BA,Xique-Xique ¿ Barra,IPUPIARA
Irajuba,BA,Jequié,IRAJUBA
Iramaia,BA,Vitória da Conquista,IRAMAIA
Iraquara,BA,Seabra,IRAQUARA
Irará,BA,Feira de Santana,IRARA
Irecê,BA,Irecê,IRECE
Itabela,BA,Eunápolis - Porto Seguro,ITABELA
Itaberaba,BA,Itaberaba,ITABERABA
Itabuna,BA,Ilhéus ¿ Itabuna,ITABUNA
Itacaré,BA,Ilhéus ¿ Itabuna,ITACARE
Itaeté,BA,Itaberaba,ITAETE
Itagi,BA,Jequié,ITAGI
Itagibá,BA,Ipiaú,ITAGIBA
Itagimirim,BA,Eunápolis - Porto Seguro,ITAGIMIRIM
Itaguaçu da Bahia,BA,Irecê,ITAGUACU DA BAHIA
Itaju do Colônia,BA,Ilhéus ¿ Itabuna,ITAJU DO COLONIA
Itajuípe,BA,Ilhéus ¿ Itabuna,ITAJUIPE
Itamaraju,BA,Teixeira de Freitas,ITAMARAJU
Itamari,BA,Ipiaú,ITAMARI
Itambé,BA,Vitória da Conquista,ITAMBE
Itanagra,BA,Salvador,ITANAGRA
Itanhém,BA,Teixeira de Freitas,ITANHEM
Itaparica,BA,Nazaré ¿ Maragogipe,ITAPARICA
Itapé,BA,Ilhéus ¿ Itabuna,ITAPE
Itapebi,BA,Eunápolis - Porto Seguro,ITAPEBI
Itapetinga,BA,Itapetinga,ITAPETINGA
Itapicuru,BA,Alagoinhas,ITAPICURU
Itapitanga,BA,Ilhéus ¿ Itabuna,ITAPITANGA
Itaquara,BA,Jequié,ITAQUARA
Itarantim,BA,Itapetinga,ITARANTIM
Itatim,BA,Cruz das Almas,ITATIM
Itiruçu,BA,Jequié,ITIRUCU
Itiúba,BA,Senhor do Bonfim,ITIUBA
Itororó,BA,Itapetinga,ITORORO
Ituaçu,BA,Vitória da Conquista,ITUACU
Ituberá,BA,Valença,ITUBERA
Iuiu,BA,Guanambi,IUIU
Jaborandi,BA,Santa Maria da Vitoria,JABORANDI
Jacaraci,BA,Guanambi,JACARACI
Jacobina,BA,Jacobina,JACOBINA
Jaguaquara,BA,Jequié,JAGUAQUARA
Jaguarari,BA,Senhor do Bonfim,JAGUARARI
Jaguaripe,BA,Nazaré ¿ Maragogipe,JAGUARIPE
Jandaíra,BA,Alagoinhas,JANDAIRA
Jequié,BA,Jequié,JEQUIE
Jeremoabo,BA,Jeremoabo,JEREMOABO
Jiquiriçá,BA,Santo Antônio de Jesus,JIQUIRICA
Jitaúna,BA,Jequié,JITAUNA
João Dourado,BA,Irecê,JOAO DOURADO
Juazeiro,BA,Juazeiro,JUAZEIRO
Jucuruçu,BA,Teixeira de Freitas,JUCURUCU
Jussara,BA,Irecê,JUSSARA
Jussari,BA,Camacan,JUSSARI
Jussiape,BA,Brumado,JUSSIAPE
Lafaiete Coutinho,BA,Jequié,LAFAIETE COUTINHO
Lagoa Real,BA,Guanambi,LAGOA REAL
Laje,BA,Santo Antônio de Jesus,LAJE
Lajedão,BA,Teixeira de Freitas,LAJEDAO
Lajedinho,BA,Itaberaba,LAJEDINHO
Lajedo do Tabocal,BA,Jequié,LAJEDO DO TABOCAL
Lamarão,BA,Feira de Santana,LAMARAO
Lapão,BA,Irecê,LAPAO
Lauro de Freitas,BA,Salvador,LAURO DE FREITAS
Lençóis,BA,Seabra,LENCOIS
Licínio de Almeida,BA,Guanambi,LICINIO DE ALMEIDA
Livramento de Nossa Senhora,BA,Brumado,LIVRAMENTO DE NOSSA SENHORA
Luís Eduardo Magalhães,BA,Barreiras,LUIS EDUARDO MAGALHAES
Macajuba,BA,Feira de Santana,MACAJUBA
Macarani,BA,Itapetinga,MACARANI
Macaúbas,BA,Bom Jesus da Lapa,MACAUBAS
Macururé,BA,Paulo Afonso,MACURURE
Madre de Deus,BA,Salvador,MADRE DE DEUS
Maetinga,BA,Vitória da Conquista,MAETINGA
Maiquinique,BA,Itapetinga,MAIQUINIQUE
Mairi,BA,Feira de Santana,MAIRI
Malhada,BA,Guanambi,MALHADA
Malhada de Pedras,BA,Brumado,MALHADA DE PEDRAS
Manoel Vitorino,BA,Jequié,MANOEL VITORINO
Mansidão,BA,Barreiras,MANSIDAO
Maracás,BA,Jequié,MARACAS
Maragogipe,BA,Nazaré ¿ Maragogipe,MARAGOGIPE
Maraú,BA,Ilhéus ¿ Itabuna,MARAU
Marcionílio Souza,BA,Itaberaba,MARCIONILIO SOUZA
Mascote,BA,Camacan,MASCOTE
Mata de São João,BA,Salvador,MATA DE SAO JOAO
Matina,BA,Guanambi,MATINA
Medeiros Neto,BA,Teixeira de Freitas,MEDEIROS NETO
Miguel Calmon,BA,Jacobina,MIGUEL CALMON
Milagres,BA,Santo Antônio de Jesus,MILAGRES
Mirangaba,BA,Jacobina,MIRANGABA
Mirante,BA,Vitória da Conquista,MIRANTE
Monte Santo,BA,Euclides da Cunha,MONTE SANTO
Morpará,BA,Xique-Xique ¿ Barra,MORPARA
Morro do Chapéu,BA,Irecê,MORRO DO CHAPEU
Mortugaba,BA,Guanambi,MORTUGABA
Mucugê,BA,Seabra,MUCUGE
Mucuri,BA,Teixeira de Freitas,MUCURI
Mulungu do Morro,BA,Irecê,MULUNGU DO MORRO
Mundo Novo,BA,Feira de Santana,MUNDO NOVO
Muniz Ferreira,BA,Santo Antônio de Jesus,MUNIZ FERREIRA
Muquém do São Francisco,BA,Xique-Xique ¿ Barra,MUQUEM DO SAO FRANCISCO
Muritiba,BA,Cruz das Almas,MURITIBA
Mutuípe,BA,Santo Antônio de Jesus,MUTUIPE
Nazaré,BA,Nazaré ¿ Maragogipe,NAZARE
Nilo Peçanha,BA,Valença,NILO PECANHA
Nordestina,BA,Conceição do Coité,NORDESTINA
Nova Canaã,BA,Vitória da Conquista,NOVA CANAA
Nova Fátima,BA,Feira de Santana,NOVA FATIMA
Nova Ibiá,BA,Ipiaú,NOVA IBIA
Nova Itarana,BA,Santo Antônio de Jesus,NOVA ITARANA
Nova Redenção,BA,Itaberaba,NOVA REDENCAO
Nova Soure,BA,Ribeira do Pombal,NOVA SOURE
Nova Viçosa,BA,Teixeira de Freitas,NOVA VICOSA
Novo Horizonte,BA,Seabra,NOVO HORIZONTE
Novo Triunfo,BA,Jeremoabo,NOVO TRIUNFO
Olindina,BA,Ribeira do Pombal,OLINDINA
Oliveira dos Brejinhos,BA,Xique-Xique ¿ Barra,OLIVEIRA DOS BREJINHOS
Ouriçangas,BA,Feira de Santana,OURICANGAS
Ourolândia,BA,Jacobina,OUROLANDIA
Palmas de Monte Alto,BA,Guanambi,PALMAS DE MONTE ALTO
Palmeiras,BA,Seabra,PALMEIRAS
Paramirim,BA,Brumado,PARAMIRIM
Paratinga,BA,Bom Jesus da Lapa,PARATINGA
Paripiranga,BA,Cícero Dantas,PARIPIRANGA
Pau Brasil,BA,Camacan,PAU BRASIL
Paulo Afonso,BA,Paulo Afonso,PAULO AFONSO
Pé de Serra,BA,Feira de Santana,PE DE SERRA
Pedrão,BA,Alagoinhas,PEDRAO
Pedro Alexandre,BA,Jeremoabo,PEDRO ALEXANDRE
Piatã,BA,Seabra,PIATA
Pilão Arcado,BA,Juazeiro,PILAO ARCADO
Pindaí,BA,Guanambi,PINDAI
Pindobaçu,BA,Senhor do Bonfim,PINDOBACU
Pintadas,BA,Feira de Santana,PINTADAS
Piraí do Norte,BA,Ipiaú,PIRAI DO NORTE
Piripá,BA,Vitória da Conquista,PIRIPA
Piritiba,BA,Jacobina,PIRITIBA
Planaltino,BA,Jequié,PLANALTINO
Planalto,BA,Vitória da Conquista,PLANALTO
Poções,BA,Vitória da Conquista,POCOES
Pojuca,BA,Salvador,POJUCA
Ponto Novo,BA,Senhor do Bonfim,PONTO NOVO
Porto Seguro,BA,Eunápolis - Porto Seguro,PORTO SEGURO
Potiraguá,BA,Itapetinga,POTIRAGUA
Prado,BA,Teixeira de Freitas,PRADO
Presidente Dutra,BA,Irecê,PRESIDENTE DUTRA
Presidente Jânio Quadros,BA,Vitória da Conquista,PRESIDENTE JANIO QUADROS
Presidente Tancredo Neves,BA,Valença,PRESIDENTE TANCREDO NEVES
Queimadas,BA,Conceição do Coité,QUEIMADAS
Quijingue,BA,Euclides da Cunha,QUIJINGUE
Quixabeira,BA,Jacobina,QUIXABEIRA
Rafael Jambeiro,BA,Feira de Santana,RAFAEL JAMBEIRO
Remanso,BA,Juazeiro,REMANSO
Retirolândia,BA,Conceição do Coité,RETIROLANDIA
Riachão das Neves,BA,Barreiras,RIACHAO DAS NEVES
Riachão do Jacuípe,BA,Feira de Santana,RIACHAO DO JACUIPE
Riacho de Santana,BA,Guanambi,RIACHO DE SANTANA
Ribeira do Amparo,BA,Ribeira do Pombal,RIBEIRA DO AMPARO
Ribeira do Pombal,BA,Ribeira do Pombal,RIBEIRA DO POMBAL
Ribeirão do Largo,BA,Vitória da Conquista,RIBEIRAO DO LARGO
Rio de Contas,BA,Brumado,RIO DE CONTAS
Rio do Antônio,BA,Guanambi,RIO DO ANTONIO
Rio do Pires,BA,Brumado,RIO DO PIRES
Rio Real,BA,Alagoinhas,RIO REAL
Rodelas,BA,Paulo Afonso,RODELAS
Ruy Barbosa,BA,Itaberaba,RUY BARBOSA
Salinas da Margarida,BA,Nazaré ¿ Maragogipe,SALINAS DA MARGARIDA
Salvador,BA,Salvador,SALVADOR
Santa Bárbara,BA,Feira de Santana,SANTA BARBARA
Santa Brígida,BA,Paulo Afonso,SANTA BRIGIDA
Santa Cruz Cabrália,BA,Eunápolis - Porto Seguro,SANTA CRUZ CABRALIA
Santa Cruz da Vitória,BA,Ilhéus ¿ Itabuna,SANTA CRUZ DA VITORIA
Santa Inês,BA,Jequié,SANTA INES
Santa Luzia,BA,Camacan,SANTA LUZIA
Santa Maria da Vitória,BA,Santa Maria da Vitoria,SANTA MARIA DA VITORIA
Santa Rita de Cássia,BA,Barreiras,SANTA RITA DE CASSIA
Santa Terezinha,BA,Cruz das Almas,SANTA TEREZINHA
Santaluz,BA,Conceição do Coité,SANTALUZ
Santana,BA,Barreiras,SANTANA
Santanópolis,BA,Feira de Santana,SANTANOPOLIS
Santo Amaro,BA,Salvador,SANTO AMARO
Santo Antônio de Jesus,BA,Santo Antônio de Jesus,SANTO ANTONIO DE JESUS
Santo Estêvão,BA,Feira de Santana,SANTO ESTEVAO
São Desidério,BA,Barreiras,SAO DESIDERIO
São Domingos,BA,Conceição do Coité,SAO DOMINGOS
São Felipe,BA,Cruz das Almas,SAO FELIPE
São Félix,BA,Cruz das Almas,SAO FELIX
São Félix do Coribe,BA,Santa Maria da Vitoria,SAO FELIX DO CORIBE
São Francisco do Conde,BA,Salvador,SAO FRANCISCO DO CONDE
São Gabriel,BA,Irecê,SAO GABRIEL
São Gonçalo dos Campos,BA,Feira de Santana,SAO GONCALO DOS CAMPOS
São José da Vitória,BA,Ilhéus ¿ Itabuna,SAO JOSE DA VITORIA
São José do Jacuípe,BA,Jacobina,SAO JOSE DO JACUIPE
São Miguel das Matas,BA,Santo Antônio de Jesus,SAO MIGUEL DAS MATAS
São Sebastião do Passé,BA,Salvador,SAO SEBASTIAO DO PASSE
Sapeaçu,BA,Cruz das Almas,SAPEACU
Sátiro Dias,BA,Alagoinhas,SATIRO DIAS
Saubara,BA,Salvador,SAUBARA
Saúde,BA,Jacobina,SAUDE
Seabra,BA,Seabra,SEABRA
Sebastião Laranjeiras,BA,Guanambi,SEBASTIAO LARANJEIRAS
Senhor do Bonfim,BA,Senhor do Bonfim,SENHOR DO BONFIM
Sento Sé,BA,Juazeiro,SENTO SE
Serra do Ramalho,BA,Bom Jesus da Lapa,SERRA DO RAMALHO
Serra Dourada,BA,Barreiras,SERRA DOURADA
Serra Preta,BA,Feira de Santana,SERRA PRETA
Serrinha,BA,Serrinha,SERRINHA
Serrolândia,BA,Jacobina,SERROLANDIA
Simões Filho,BA,Salvador,SIMOES FILHO
Sítio do Mato,BA,Bom Jesus da Lapa,SITIO DO MATO
Sítio do Quinto,BA,Jeremoabo,SITIO DO QUINTO
Sobradinho,BA,Juazeiro,SOBRADINHO
Souto Soares,BA,Seabra,SOUTO SOARES
Tabocas do Brejo Velho,BA,Barreiras,TABOCAS DO BREJO VELHO
Tanhaçu,BA,Vitória da Conquista,TANHACU
Tanque Novo,BA,Guanambi,TANQUE NOVO
Tanquinho,BA,Feira de Santana,TANQUINHO
Taperoá,BA,Valença,TAPEROA
Tapiramutá,BA,Jacobina,TAPIRAMUTA
Teixeira de Freitas,BA,Teixeira de Freitas,TEIXEIRA DE FREITAS
Teodoro Sampaio,BA,Alagoinhas,TEODORO SAMPAIO
Teofilândia,BA,Serrinha,TEOFILANDIA
Teolândia,BA,Ipiaú,TEOLANDIA
Terra Nova,BA,Salvador,TERRA NOVA
Tremedal,BA,Vitória da Conquista,TREMEDAL
Tucano,BA,Ribeira do Pombal,TUCANO
Uauá,BA,Juazeiro,UAUA
Ubaíra,BA,Santo Antônio de Jesus,UBAIRA
Ubaitaba,BA,Ilhéus ¿ Itabuna,UBAITABA
Ubatã,BA,Ipiaú,UBATA
Uibaí,BA,Irecê,UIBAI
Umburanas,BA,Jacobina,UMBURANAS
Una,BA,Camacan,UNA
Urandi,BA,Guanambi,URANDI
Uruçuca,BA,Ilhéus ¿ Itabuna,URUCUCA
Utinga,BA,Itaberaba,UTINGA
Valença,BA,Valença,VALENCA
Valente,BA,Conceição do Coité,VALENTE
Várzea da Roça,BA,Feira de Santana,VARZEA DA ROCA
Várzea do Poço,BA,Jacobina,VARZEA DO POCO
Várzea Nova,BA,Jacobina,VARZEA NOVA
Varzedo,BA,Santo Antônio de Jesus,VARZEDO
Vera Cruz,BA,Nazaré ¿ Maragogipe,VERA CRUZ
Vereda,BA,Teixeira de Freitas,VEREDA
Vitória da Conquista,BA,Vitória da Conquista,VITORIA DA CONQUISTA
Wagner,BA,Itaberaba,WAGNER
Wanderley,BA,Barreiras,WANDERLEY
Wenceslau Guimarães,BA,Ipiaú,WENCESLAU GUIMARAES
Xique-Xique,BA,Xique-Xique ¿ Barra,XIQUEXIQUE
Abadia dos Dourados,MG,Monte Carmelo,ABADIA DOS DOURADOS
Abaeté,MG,Abaeté,ABAETE
Abre Campo,MG,Manhuaçu,ABRE CAMPO
Acaiaca,MG,Ponte Nova,ACAIACA
Açucena,MG,Ipatinga,ACUCENA
Água Boa,MG,Capelinha,AGUA BOA
Água Comprida,MG,Uberaba,AGUA COMPRIDA
Aguanil,MG,Campo Belo,AGUANIL
Águas Formosas,MG,Águas Formosas,AGUAS FORMOSAS
Águas Vermelhas,MG,Pedra Azul,AGUAS VERMELHAS
Aimorés,MG,Aimorés - Resplendor,AIMORES
Aiuruoca,MG,Caxambu - Baependi,AIURUOCA
Alagoa,MG,São Lourenço,ALAGOA
Albertina,MG,Pouso Alegre,ALBERTINA
Além Paraíba,MG,Além Paraíba,ALEM PARAIBA
Alfenas,MG,Alfenas,ALFENAS
Alfredo Vasconcelos,MG,Barbacena,ALFREDO VASCONCELOS
Almenara,MG,Almenara,ALMENARA
Alpercata,MG,Governador Valadares,ALPERCATA
Alpinópolis,MG,Passos,ALPINOPOLIS
